organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Kombinat,178,59,1,petschki,40,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.batching, plone.dexterity, plone.formwidget.querystring, plone.namedfile, plone.patternslib, plone.portlet.collection, plone.portlet.static, plone.resourceeditor, plone.staticresources, plone.z3cform, plonetheme.barceloneta",2021-01-24,2021-12-19
RedTurtle,173,128,6,"cekk, giuliaghisini, mamico, nzambello, pnicolli, yurj",16,"bobtemplates.plone, buildout.coredev, documentation, mockup, plone-backend, plone.app.multilingual, plone.app.querystring, plone.app.tiles, plone.dexterity, plone.docker, plone.formwidget.hcaptcha, plone.restapi, plone.staticresources, plone.volto, plonetheme.barceloneta, volto",2021-01-03,2021-12-26
Nuclia,128,142,3,"bloodbare, ebrehault, mpellerin42",6,"guillotina, guillotina-volto, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_s3storage, pastanaga-angular",2021-01-03,2021-11-14
Salesforce,119,0,1,esteele,29,"Products.CMFEditions, buildout.coredev, plone.app.caching, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.users, plone.app.versioningbehavior, plone.app.workflow, plone.app.z3cform, plone.batching, plone.folder, plone.formwidget.namedfile, plone.portlet.collection, plone.portlet.static, plone.registry, plone.resource, plone.staticresources, plone.testing, plone.z3cform, plonetheme.barceloneta",2021-02-21,2021-09-12
Starzel,116,15,2,"Gomez, pbauer",20,"2023.ploneconf.org, Products.CMFPlone, Products.PortalTransforms, buildout.coredev, mockup, old_plone.org, plone.api, plone.app.contenttypes, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.upgrade, plone.app.vocabularies, plone.app.z3cform, plone.nl, plone.staticresources, ploneconf.org, ploneorg.core, plonetheme.barceloneta, training",2021-01-03,2021-12-05
Sixfeetup,55,28,3,"cdw9, rpatterson, tkimnguyen",16,"2023.ploneconf.org, Products.CMFPlone, Products.PlonePAS, buildout.coredev, mr.roboto, planet.plone.org, plone.app.imaging, plone.docker, plone.nl, plone.rest, plone.restapi, plone.volto, ploneconf.org, ploneorg.theme, training, volto",2021-02-07,2021-12-26
dataflake,38,3,1,dataflake,3,"buildout.coredev, meta, plone.recipe.zope2instance",2021-02-07,2021-10-31
Codesyntax,38,38,2,"erral, ionlizarazu",17,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, jenkins.plone.org, mockup, plone-vs-snippets, plone.app.content, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.portlets, plone.app.registry, plone.app.theming, plone.restapi, plone.staticresources, plone.volto, volto",2021-02-07,2021-12-26
Uni. Hospital Dresden,36,13,1,1letter,11,"buildout.coredev, plone.app.event, plone.app.i18n, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.users, plone.i18n, plone.staticresources, plonetheme.barceloneta",2021-02-07,2021-07-11
Iskra,35,42,3,"masipcat, nilbacardit26, rboixaderg",3,"guillotina, guillotina_elasticsearch, pastanaga-angular",2021-02-28,2021-09-12
Pretaweb,23,7,3,"djay, djowett, instification",5,"ansible-playbook, ansible.plone_server, plone.app.standardtiles, plone.app.theming, volto",2021-01-31,2021-12-26
der Freitag,19,6,1,gforcada,6,"buildout.coredev, jenkins.plone.org, mr.roboto, plone.app.layout, plone.app.registry, plone.jenkins_node",2021-02-14,2021-12-26
Serpro,19,27,1,wesleybl,9,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.versioningbehavior, plone.dexterity, plone.dotfiles, plone.restapi, plone.schemaeditor, plonecli",2021-05-23,2021-12-05
IMIO,15,10,4,"gbastien, gotcha, sgeulette, sverbois",9,"buildout.coredev, meta, plone.app.contenttypes, plone.app.robotframework, plone.app.textfield, plone.app.z3cform, plone.htmx, plone.restapi, plonetheme.barceloneta",2021-03-07,2021-12-12
KU Leuven,13,7,1,spereverde,7,"Products.PloneTestCase, documentation, plone.app.blob, plone.app.dexterity, plone.app.standardtiles, plone.dotfiles, training",2021-03-21,2021-11-14
frapell,13,9,1,frapell,8,"Products.CMFPlone, buildout.coredev, guillotina, guillotina-volto, plone.app.workflow, plone.folder, plone.formwidget.recurrence, plone.memoize",2021-01-17,2021-10-31
TU München,12,2,1,loechel,3,"Products.CMFPlone, diazo, plone.api",2021-01-24,2021-03-07
Soliton Consulting,8,3,1,fulv,3,"Products.CMFPlone, ploneorg.core, ploneorg.theme",2021-01-10,2021-10-24
Radio Free Asia,8,1,1,flipmcf,6,"2023.ploneconf.org, documentation, plone.app.dexterity, plone.app.vocabularies, plone.nl, ploneconf.org",2021-01-17,2021-12-05
Webmeisterei,7,8,1,frisi,4,"bobtemplates.plone, buildout.coredev, plone.app.event, plone.formwidget.namedfile",2021-05-30,2021-09-05
Uni. Jyvaskylä,7,2,1,datakurre,4,"buildout.coredev, plone.app.standardtiles, plone.app.versioningbehavior, plone.formwidget.namedfile",2021-04-25,2021-07-04
Affinitic,6,2,1,laulaz,7,"Products.CMFPlone, buildout.coredev, plone.app.content, plone.app.contenttypes, plone.app.theming, plone.gallery, plone.patternslib",2021-02-28,2021-11-28
Academy of FA Vienna,6,3,2,"gogobd, iham",4,"bobtemplates.plone, plone.app.contenttypes, plone.app.multilingualindexes, plonetheme.barceloneta",2021-02-07,2021-10-31
macagua,3,0,1,macagua,1,volto,2021-11-07,2021-11-07
CCC,3,2,1,polyester,4,"buildout.coredev, documentation, papyrus, training",2021-10-17,2021-10-24
Interaktiv,2,1,1,mliebischer,2,"plone.app.contenttypes, plone.app.multilingual",2021-02-07,2021-03-21
4Teamwork,2,1,1,deiferni,1,plone.restapi,2021-04-25,2021-05-02
dbain,2,2,1,pigeonflight,2,"training, volto",2021-03-14,2021-11-21
Jarn,1,2,2,"MatthewWilkes, witsch",2,"Products.CMFPlone, archetypes.querywidget",2021-09-05,2021-09-05
tschorr,1,3,1,tschorr,2,"Products.CMFPlone, plone.autoinclude",2021-02-07,2021-02-07
Zopyx,1,0,1,zopyx,1,planet.plone.org,2021-10-10,2021-10-10
Ecréall,1,0,1,vincentfretin,1,buildout.coredev,2021-07-25,2021-07-25
IT Sprit,1,0,1,thomasmassmann,1,Products.CMFPlone,2021-02-07,2021-02-07
CMS Communications,1,2,1,terapyon,2,"plone.restapi, volto",2021-09-19,2021-09-19
minddistrict,0,2,1,icemac,2,"Products.PloneHotfix20210518, plone.recipe.zope2instance",,
Abstract IT,0,1,1,gianniftp,1,plone.app.contenttypes,,
