organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
redturtle,99,18,3,"cekk, mamico, pnicolli",12,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.contentlisting, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.patternslib, plone.restapi, plonetheme.barceloneta, training, volto",2018-01-14,2018-12-30
tkimnguyen,88,23,1,tkimnguyen,11,"Products.CMFPlone, bobtemplates.plone, documentation, guillotina, mockup, plone.api, ploneconf2016.policy, ploneorg.core, ploneorg.theme, pylons-project-assimilation, training",2018-01-14,2018-12-30
codesyntax,83,44,1,erral,14,"Products.CMFDiffTool, Products.CMFPlone, Products.LinguaPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.caching, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.dexterity, plone.rest, plone.restapi, plonecli",2018-01-07,2018-11-25
agitator,67,19,1,agitator,10,"Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.upgrade, plone.login, plonetheme.barceloneta",2018-01-07,2018-12-23
frapell,58,20,1,frapell,8,"Products.CMFPlone, buildout.coredev, collective.monkeypatcher, mockup, plone.app.event, plone.app.mosaic, plone.app.upgrade, plone.rest",2018-02-25,2018-10-07
eau-de-web,49,27,2,"avoinea, nileshgulia1",5,"buildout.coredev, plone.api, plone.cachepurging, plone.docker, volto",2018-02-04,2018-12-23
university-jyvaskylä,33,5,1,datakurre,6,"mockup, plone.app.blocks, plone.app.robotframework, plone.app.standardtiles, plone.schemaeditor, volto",2018-01-14,2018-08-12
rohberg,23,10,1,ksuess,8,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.content, plone.app.robotframework, plone.app.testing, plone.app.upgrade, plone.i18n",2018-01-28,2018-10-28
dbain,7,2,1,pigeonflight,2,"bobtemplates.plone, plonecli",2018-01-07,2018-01-07
polyester,6,1,1,polyester,4,"Products.CMFPlone, archive.plone.org, buildout.coredev, papyrus",2018-04-01,2018-09-30
stevepiercy,6,11,1,stevepiercy,3,"documentation, pylons-project-assimilation, training",2018-10-14,2018-11-25
pretaweb,6,4,3,"djay, djowett, instification",6,"ansible.plone_server, buildout.coredev, plone.app.contentlisting, plone.app.theming, plone.autoform, plone.rest",2018-02-18,2018-09-09
imio,6,2,2,"bsuttor, gotcha",5,"plone.api, plone.app.contenttypes, plone.formwidget.datetime, plone.testing, training",2018-01-28,2018-11-04
academy-of-fine-arts-vienna,4,1,1,gogobd,2,"buildout.coredev, plone.resource",2018-01-21,2018-01-28
cosent,2,4,1,gyst,2,"collective.indexing, plone.recipe.codeanalysis",2018-05-20,2018-05-20
affinitic,1,0,1,laulaz,1,pastanaga,2018-11-04,2018-11-04
macagua,1,0,1,macagua,1,planet.plone.org,2018-04-22,2018-04-22
minddistrict,0,25,1,icemac,13,"Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, collective.monkeypatcher, diazo, plone.app.contentrules, plone.app.portlets, plone.app.workflow, plone.memoize, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.testing",,
