organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
IMIO,65,11,2,"gbastien, gotcha",9,"Products.Archetypes, Products.CMFPlone, Products.PortalTransforms, archetypes.referencebrowserwidget, diazo, plone.app.blob, plone.app.robotframework, plone.app.users, plone.dexterity",2012-02-26,2012-12-16
Sixfeetup,63,12,2,"rpatterson, tkimnguyen",20,"Products.CMFEditions, Products.CMFPlone, Products.Marshall, Products.ResourceRegistries, buildout.coredev, diazo, plone.app.blob, plone.app.content, plone.app.contentmenu, plone.app.controlpanel, plone.app.iterate, plone.app.layout, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.workflowmanager, plone.outputfilters, plone.recipe.zope2instance, plonetheme.classic, plonetheme.sunburst",2012-01-22,2012-11-18
FHNW,57,3,1,tomgross,28,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, archetypes.referencebrowserwidget, buildout.coredev, plone.app.blob, plone.app.contentrules, plone.app.imaging, plone.app.portlets, plone.app.textfield, plone.app.upgrade, plone.app.z3cform, plone.batching, plone.behavior, plone.outputfilters, plone.recipe.zope2instance, plone.rfc822, plone.stringinterp, plone.testing, plone.z3cform, plonetheme.sunburst",2012-04-15,2012-12-16
Uni. Jyvaskylä,57,7,1,datakurre,8,"Products.ResourceRegistries, diazo, planet.plone.org, plone.app.collection, plone.app.robotframework, plone.openid, plone.outputfilters, plone.transformchain",2012-02-19,2012-12-23
4Teamwork,37,3,3,"jone, lukasgraf, phgross",5,"plone.app.content, plone.app.lockingbehavior, plone.app.robotframework, plone.app.versioningbehavior, plone.formwidget.contenttree",2012-02-19,2012-11-11
Codesyntax,34,9,1,erral,10,"Products.CMFPlone, Products.LinguaPlone, Products.PlonePAS, plone.app.collection, plone.app.dexterity, plone.app.discussion, plone.app.layout, plone.app.multilingual, plone.dexterity, plone.schemaeditor",2012-02-05,2012-11-11
Ecréall,31,0,1,vincentfretin,9,"Products.Archetypes, Products.CMFPlone, Products.LinguaPlone, buildout.coredev, plone.app.collection, plone.app.controlpanel, plone.app.querystring, plone.app.theming, plone.outputfilters",2012-01-08,2012-12-16
Starzel,26,2,1,pbauer,6,"Products.CMFPlacefulWorkflow, plone.api, plone.app.contenttypes, plone.app.event, plone.app.multilingual, plone.app.portlets",2012-01-22,2012-11-25
Pretaweb,23,2,1,djay,7,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, diazo, plone.app.users, plone.registry, plone.resourceeditor",2012-01-01,2012-09-23
Soliton Consulting,23,0,1,fulv,3,"plone.api, plone.app.dexterity, plone.dexterity",2012-02-19,2012-03-25
Zopyx,15,7,1,zopyx,6,"Products.Archetypes, Products.CMFPlone, Products.ResourceRegistries, archetypes.referencebrowserwidget, planet.plone.org, plone.app.event",2012-01-22,2012-12-30
CCC,13,0,1,polyester,8,"Products.CMFPlone, plone.app.collection, plone.app.layout, plone.app.portlets, plone.app.search, plone.portlet.collection, plonetheme.classic, plonetheme.sunburst",2012-05-20,2012-10-14
Kombinat,10,3,1,petschki,2,"archetypes.querywidget, plone.app.querystring",2012-07-01,2012-07-08
Eau de Web,10,3,1,ichim-david,4,"archetypes.querywidget, plone.app.collection, plone.app.robotframework, plone.portlet.static",2012-09-23,2012-12-02
Klein & Partner,9,0,1,jensens,3,"archetypes.querywidget, buildout.coredev, plone.registry",2012-04-29,2012-10-14
der Freitag,5,6,1,gforcada,5,"Products.CMFPlone, plone.app.collection, plone.app.querystring, plone.recipe.haproxy, plone.registry",2012-10-14,2012-12-09
CMS Communications,2,1,1,terapyon,1,plone.app.search,2012-10-07,2012-10-07
Simplon,2,0,1,wichert,1,planet.plone.org,2012-05-06,2012-05-06
bearstach,2,1,1,encolpe,2,"Products.CMFPlacefulWorkflow, buildout.coredev",2012-07-08,2012-10-14
Agitator,1,0,1,agitator,1,plonetheme.sunburst,2012-11-18,2012-11-18
RedTurtle,1,1,1,yurj,1,plone.outputfilters,2012-05-20,2012-05-20
KU Leuven,0,3,1,spereverde,2,"Products.CMFPlone, plone.portlet.collection",,
Affinitic,0,1,1,laulaz,1,Products.CMFPlone,,
TU München,0,1,1,loechel,1,plone.app.contenttypes,,
