organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Derico,154,17,1,MrTango,9,"bobtemplates.plone, buildout.coredev, classic-ui-team, documentation, mockup, plone-vs-snippets, plone.gallery, plone.scale, plonecli",2023-01-08,2023-10-29
Syslab,152,76,2,"ale-rt, thet",28,"Products.CMFPlone, Products.PortalTransforms, bobtemplates.plone, buildout.coredev, documentation, meta, mockup, plone.api, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.robotframework, plone.app.standardtiles, plone.app.viewletmanager, plone.app.widgets, plone.base, plone.classicui, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.memoize, plone.portlets, plone.restapi, plone.schemaeditor, plone.staticresources, plone.volto, plonetheme.barceloneta",2023-01-29,2023-12-31
RedTurtle,84,59,8,"Wagner3UB, cekk, folix-01, giuliaghisini, mamico, nzambello, pnicolli, yurj",17,"Products.CMFPlone, buildout.coredev, documentation, plone-frontend, plone.app.contenttypes, plone.app.dexterity, plone.app.layout, plone.app.multilingual, plone.dexterity, plone.event, plone.recipe.zope2instance, plone.rest, plone.restapi, plone.scale, plone.volto, plonetheme.barceloneta, volto",2023-01-01,2023-12-17
Nuclia,58,46,3,"bloodbare, ebrehault, mpellerin42",4,"guillotina, guillotina_gcloudstorage, pastanaga-angular, plone.org",2023-01-01,2023-12-31
Starzel,51,26,2,"Gomez, pbauer",9,"buildout.coredev, demo.plone.org, plone.app.theming, plone.app.vocabularies, plone.distribution, plone.org, plone.volto, training, volto",2023-01-01,2023-12-24
Uni. Hospital Dresden,37,13,1,1letter,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.contenttypes, plone.app.registry, plone.app.upgrade, plone.restapi",2023-04-23,2023-11-26
Academy of FA Vienna,23,10,1,gogobd,6,"buildout.coredev, cookiecutter-zope-instance, plone.api, plone.app.mosaic, plone.app.multilingual, plone.event",2023-01-08,2023-11-05
Serpro,16,21,1,wesleybl,6,"buildout.coredev, meta, plone.rest, plone.restapi, plone.volto, volto",2023-07-09,2023-12-31
Pretaweb,13,20,3,"JeffersonBledsoe, djay, instification",6,"plone.app.caching, plone.app.vulnerabilities, plone.namedfile, plone.rest, plone.restapi, volto",2023-03-26,2023-11-05
CCC,13,0,1,polyester,4,"documentation, papyrus, sphinxtheme.plone, training",2023-03-05,2023-05-07
frapell,12,11,1,frapell,7,"buildout.coredev, mockup, plone.app.event, plone.app.mosaic, plone.app.portlets, plone.app.standardtiles, plone.staticresources",2023-01-01,2023-05-21
tschorr,9,4,1,tschorr,5,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.restapi, volto",2023-04-23,2023-05-21
Iskra,9,10,2,"nilbacardit26, rboixaderg",3,"guillotina, guillotina_elasticsearch, volto",2023-10-08,2023-12-31
Affinitic,6,4,1,laulaz,5,"buildout.coredev, plone.app.content, plone.app.z3cform, plone.base, plone.gallery",2023-01-08,2023-09-17
macagua,4,4,1,macagua,2,"plone.restapi, volto",2023-06-18,2023-09-17
IMIO,4,4,2,"gotcha, sverbois",5,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.contenttypes, plone.outputfilters",2023-06-25,2023-08-13
Uni. Jyvaskylä,3,0,1,datakurre,1,buildout.coredev,2023-06-25,2023-06-25
Zopyx,3,3,1,zopyx,4,"buildout.coredev, plone.api, plone.app.content, training",2023-10-08,2023-10-08
Interaktiv,3,2,1,mliebischer,2,"plone.namedfile, training",2023-05-28,2023-08-20
Agitator,2,1,1,agitator,1,plonetheme.barceloneta,2023-01-22,2023-01-22
Abstract IT,2,5,1,szakitibi,5,"Products.CMFPlone, plone.app.contenttypes, plone.app.multilingual, plone.app.z3cform, plone.registry",2023-10-01,2023-10-01
TU Dresden,1,2,1,pgrunewald,2,"buildout.coredev, volto",2023-07-16,2023-07-16
TU München,1,1,1,loechel,1,meta,2023-10-08,2023-10-08
Jarn,0,1,1,witsch,1,plone.portlet.collection,,
KU Leuven,0,1,1,spereverde,1,plone.app.iterate,,
Sixfeetup,0,1,1,tkimnguyen,1,documentation,,
