organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
RedTurtle,11,88,6,"Wagner3UB, cekk, giuliaghisini, mamico, pnicolli, yurj",10,"buildout.coredev, plone-mcp, plone.app.caching, plone.app.dexterity, plone.app.multilingual, plone.app.z3cform, plone.namedfile, plone.rest, plone.restapi, volto",2025-02-09,2025-10-19
Serpro,8,127,1,wesleybl,12,"buildout.coredev, code-quality, cookieplone-templates, plone-backend, plone-frontend, plone.app.iterate, plone.app.multilingual, plone.distribution, plone.formwidget.hcaptcha, plone.restapi, plone.schemaeditor, volto",2025-02-23,2025-08-31
Rohberg,5,32,1,ksuess,7,"buildout.coredev, documentation, plone.api, plone.app.content, plone.distribution, training, volto",2025-02-02,2025-06-08
Starzel,4,21,2,"pbauer, tlotze",7,"Products.CMFPlone, buildout.coredev, cookieplone-templates, demo.plone.org, documentation, plone.volto, training",2025-05-25,2025-07-13
Sixfeetup,3,3,1,tkimnguyen,3,"cookieplone, plone-vs-utilities, training",2025-02-09,2025-09-07
TU Dresden,3,4,1,pgrunewald,4,"mockup, plone.app.caching, plone.app.multilingual, plone.restapi",2025-02-09,2025-02-09
IMIO,2,3,2,"gotcha, sverbois",3,"Products.CMFPlone, mockup, plone.base",2025-03-16,2025-03-16
Iskra,2,26,2,"nilbacardit26, rboixaderg",4,"guillotina, guillotina-volto, guillotina_elasticsearch, volto",2025-10-12,2025-10-12
CCC,1,1,1,polyester,1,documentation,2025-07-27,2025-07-27
Pretaweb,1,11,3,"JeffersonBledsoe, djay, instification",5,"buildout.coredev, plone.app.querystring, plone.namedfile, plone.restapi, volto",2025-03-30,2025-03-30
Cosent,0,2,1,gyst,2,"Products.CMFPlone, plone.restapi",,
Nuclia,0,14,2,"ebrehault, mpellerin42",2,"pastanaga-angular, volto",,
Eau de Web,0,35,6,"ana-oprea, avoinea, dobri1408, ichim-david, nileshgulia1, tiberiuichim",7,"Products.CMFEditions, Products.CMFPlone, cookieplone-templates, plone-mcp, plone.restapi, plone.volto, volto",,
CMS Communications,0,2,1,terapyon,1,volto,,
FHNW,0,3,1,tomschall,1,volto,,
Salesforce,0,1,1,esteele,1,plone.org,,
Academy of FA Vienna,0,1,1,gogobd,1,plone.app.mosaic,,
minddistrict,0,1,1,icemac,1,five.intid,,
Abstract IT,0,3,1,szakitibi,3,"plone.app.multilingual, plone.base, plone.behavior",,
Interaktiv,0,1,1,mliebischer,1,plone.namedfile,,
Uni. Jyvaskylä,0,17,1,datakurre,1,2025.ploneconf.org,,
