organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Sixfeetup,59,0,2,"rpatterson, tkimnguyen",12,"Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlone, buildout.coredev, planet.plone.org, plone.app.dexterity, plone.app.layout, plone.app.redirector, plone.app.search, plone.app.testing, plone.app.versioningbehavior, plone.dexterity",2013-02-03,2013-12-15
IMIO,51,17,3,"bsuttor, gbastien, gotcha",14,"Products.Archetypes, Products.LinguaPlone, buildout.coredev, plone.app.blob, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.form, plone.app.robotframework, plone.app.upgrade, plone.app.vocabularies, plone.app.z3cform, plone.outputfilters, plonetheme.sunburst",2013-01-06,2013-11-17
Codesyntax,50,0,1,erral,6,"archetypes.multilingual, planet.plone.org, plone.app.discussion, plone.app.multilingual, plone.app.workflowmanager, plone.formwidget.multifile",2013-01-20,2013-11-10
Ecréall,46,0,1,vincentfretin,13,"Products.CMFEditions, Products.CMFPlone, archetypes.referencebrowserwidget, bobtemplates.plone, buildout.coredev, plone.app.contenttypes, plone.app.dexterity, plone.app.querystring, plone.app.robotframework, plone.app.theming, plone.app.users, plone.batching, plone.formwidget.autocomplete",2013-01-20,2013-11-17
der Freitag,40,19,1,gforcada,8,"Products.ATContentTypes, Products.CMFPlone, buildout.coredev, plone.app.discussion, plone.app.event, plone.app.upgrade, plone.recipe.codeanalysis, plone.scale",2013-07-14,2013-10-27
4Teamwork,36,21,4,"buchi, deiferni, jone, lukasgraf",12,"buildout.coredev, mockup, plone.app.controlpanel, plone.app.event, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.robotframework, plone.app.widgets, plone.dotfiles, plone.formwidget.namedfile, plone.formwidget.recurrence",2013-01-20,2013-12-08
Eau de Web,35,5,3,"avoinea, ichim-david, tiberiuichim",8,"Products.Archetypes, Products.CMFPlone, buildout.coredev, plone.app.collection, plone.app.discussion, plone.app.search, plone.session, plone.stringinterp",2013-01-13,2013-12-29
Jarn,32,1,4,"MatthewWilkes, hannosch, lrowe, witsch",11,"buildout.coredev, plone.api, plone.app.discussion, plone.app.vulnerabilities, plone.dotfiles, plone.formwidget.contenttree, plone.recipe.unifiedinstaller, plone.recipe.zope2instance, plone.schema, plone.z3cform, ploneorg.core",2013-01-13,2013-12-08
Klein & Partner,29,0,1,jensens,4,"plone.app.contenttypes, plone.app.discussion, plone.app.event, plone.app.multilingual",2013-04-21,2013-09-08
Cosent,27,6,1,gyst,6,"Products.LinguaPlone, planet.plone.org, plone.app.discussion, plone.app.event, plone.app.widgets, plone.formwidget.recurrence",2013-02-10,2013-12-15
Pretaweb,20,6,2,"djay, djowett",7,"mockup, plone.app.blob, plone.app.content, plone.app.themingplugins, plone.app.widgets, plone.app.z3cform, plone.recipe.unifiedinstaller",2013-02-03,2013-11-17
FHNW,18,0,1,tomgross,8,"Products.ATContentTypes, Products.Archetypes, Products.PloneTestCase, buildout.coredev, plone.app.layout, plone.app.upgrade, plone.outputfilters, plonetheme.sunburst",2013-01-06,2013-12-29
Kombinat,12,2,1,petschki,3,"plone.app.event, plone.app.viewletmanager, plone.z3cform",2013-09-22,2013-12-29
Rohberg,11,1,1,ksuess,1,plone.app.multilingual,2013-05-05,2013-05-19
Soliton Consulting,10,0,1,fulv,3,"planet.plone.org, plone.app.contenttypes, plone.app.robotframework",2013-01-27,2013-04-28
Simplon,8,0,1,wichert,5,"buildout.coredev, plone.app.portlets, plone.dexterity, plone.portlets, plone.recipe.zope2instance",2013-01-06,2013-03-24
Agitator,7,1,1,agitator,3,"plone.app.contenttypes, plone.app.event, plone.app.multilingual",2013-06-16,2013-11-03
bearstach,7,1,1,encolpe,2,"Products.ATContentTypes, Products.CMFPlone",2013-11-10,2013-11-10
TU München,6,2,1,loechel,2,"plone.app.contenttypes, plone.app.vulnerabilities",2013-01-20,2013-09-29
CMS Communications,2,1,1,terapyon,1,plone.app.layout,2013-09-29,2013-09-29
Affinitic,2,1,2,"laulaz, mpeeters",2,"Products.Archetypes, planet.plone.org",2013-03-03,2013-05-26
RedTurtle,1,1,1,cekk,1,plone.app.discussion,2013-08-18,2013-08-18
Zopyx,1,1,1,zopyx,1,planet.plone.org,2013-04-21,2013-04-21
