organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Eau de Web,289,108,6,"Petchesi-Iulian, avoinea, dobri1408, ichim-david, nileshgulia1, tiberiuichim",12,"Products.CMFPlone, buildout.coredev, critical-css-cli, documentation, pastanaga-icons, plone-backend, plone.docker, plone.restapi, plone.volto, training, volto, volto-addon-ci",2022-01-02,2022-12-18
Agitator,220,50,1,agitator,20,"Products.CMFPlacefulWorkflow, Products.CMFPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.blocks, plone.app.caching, plone.app.contentmenu, plone.app.contentrules, plone.app.dexterity, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.robotframework, plone.app.standardtiles, plone.base, plone.dexterity, plone.i18n, plone.staticresources, plonetheme.barceloneta",2022-01-02,2022-10-02
der Freitag,194,23,1,gforcada,29,"buildout.coredev, documentation, jenkins.plone.org, mr.roboto, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.i18n, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoinclude, plone.batching, plone.cachepurging, plone.formwidget.autocomplete, plone.formwidget.namedfile, plone.i18n, plone.portlet.collection, plone.portlet.static, plone.subrequest, plonetheme.barceloneta, setup-plone",2022-01-23,2022-12-25
Codesyntax,150,106,2,"erral, ionlizarazu",25,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, jenkins.plone.org, mockup, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.querystring, plone.app.upgrade, plone.app.users, plone.app.viewletmanager, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.i18n, plone.restapi, plone.volto, plonecli, volto",2022-01-23,2022-12-18
RedTurtle,127,103,7,"Wagner3UB, cekk, giuliaghisini, mamico, nzambello, pnicolli, yurj",22,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, mockup, plone-zeo, plone.app.caching, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.querystring, plone.dexterity, plone.namedfile, plone.org, plone.rest, plone.restapi, plone.scale, plone.staticresources, plone.volto, plonetheme.barceloneta, training, volto",2022-01-02,2022-12-18
Affinitic,90,39,2,"laulaz, mpeeters",12,"2023.ploneconf.org, Products.CMFPlone, buildout.coredev, plone.api, plone.app.caching, plone.app.layout, plone.app.mosaic, plone.nl, plone.org, ploneconf.org, training, volto",2022-01-09,2022-12-04
Salesforce,73,4,1,esteele,18,"Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.PlonePAS, buildout.coredev, documentation, plone.api, plone.app.contentmenu, plone.app.dexterity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.workflow, plone.base, plone.dexterity, plone.restapi, plone.schemaeditor, plone.session, volto",2022-07-17,2022-11-27
Nuclia,72,60,3,"bloodbare, ebrehault, mpellerin42",3,"documentation, guillotina, pastanaga-angular",2022-01-02,2022-12-25
Uni. Hospital Dresden,69,13,1,1letter,10,"Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, plone.app.content, plone.app.contentmenu, plone.app.portlets, plone.app.upgrade, plone.base, plone.portlet.collection, plone.staticresources",2022-02-13,2022-06-26
frapell,58,21,1,frapell,14,"buildout.coredev, mockup, plone.app.content, plone.app.contenttypes, plone.app.event, plone.app.mosaic, plone.app.theming, plone.app.workflow, plone.app.z3cform, plone.base, plone.dexterity, plone.schemaeditor, plone.staticresources, plonetheme.barceloneta",2022-01-16,2022-12-25
rohnsha0,55,15,1,rohnsha0,8,"Plone, Products.CMFPlone, buildout.coredev, plone.app.theming, plone.restapi, plone.volto, ploneorg.theme, sphinxtheme.plone",2022-08-07,2022-10-09
Pretaweb,42,27,2,"JeffersonBledsoe, instification",4,"plone.app.discussion, plone.restapi, training, volto",2022-04-17,2022-11-13
Serpro,33,32,1,wesleybl,12,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, code-quality, plone-frontend, plone.app.contenttypes, plone.app.testing, plone.formwidget.recaptcha, plone.restapi, training, volto, volto-addon-ci",2022-04-10,2022-12-11
Sixfeetup,32,8,2,"rpatterson, tkimnguyen",8,"2023.ploneconf.org, Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone-backend, plone.nl, ploneconf.org, volto",2022-01-30,2022-10-23
IMIO,31,18,4,"bsuttor, gbastien, gotcha, sverbois",15,"2023.ploneconf.org, Products.ATContentTypes, Products.CMFPlone, Products.PortalTransforms, buildout.coredev, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.discussion, plone.app.standardtiles, plone.nl, plone.outputfilters, plone.restapi, ploneconf.org",2022-02-20,2022-11-27
Iskra,21,16,3,"masipcat, nilbacardit26, rboixaderg",2,"guillotina, guillotina_elasticsearch",2022-03-13,2022-12-11
CCC,13,2,1,polyester,5,"Plone, documentation, papyrus, sphinxtheme.plone, training",2022-01-09,2022-12-04
Uni. Jyvaskylä,13,4,1,datakurre,3,"buildout.coredev, plone.app.robotframework, volto",2022-05-01,2022-06-05
Academy of FA Vienna,12,2,1,iham,7,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.mosaic, plone.app.registry, plone.app.widgets, plone.app.z3cform",2022-01-09,2022-09-11
macagua,10,2,1,macagua,1,volto,2022-10-09,2022-10-30
Interaktiv,4,3,1,mliebischer,2,"cookiecutter-zope-instance, training",2022-07-03,2022-09-25
TU München,4,2,1,loechel,1,training,2022-10-09,2022-11-06
IT Sprit,4,2,1,thomasmassmann,2,"buildout.coredev, plone.app.layout",2022-01-02,2022-01-09
tschorr,3,1,1,tschorr,2,"buildout.coredev, plone.app.contentlisting",2022-01-02,2022-01-02
Zopyx,2,1,1,zopyx,2,"buildout.coredev, plone.restapi",2022-04-24,2022-08-07
CMS Communications,1,1,1,terapyon,1,volto,2022-11-06,2022-11-06
Radio Free Asia,0,1,1,flipmcf,1,documentation,,
minddistrict,0,2,1,icemac,1,plone.protect,,
KU Leuven,0,1,1,spereverde,1,volto,,
TU Dresden,0,2,1,pgrunewald,1,plone.staticresources,,
