username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
instification,1,4,3,"Products.CMFPlone, documentation, plonetheme.barceloneta",2015-09-20,2015-09-20
pysailor,1,2,3,"documentation, plone.app.versioningbehavior, plone.patternslib",2015-11-15,2015-11-15
retsu,1,0,1,plone.app.event,2015-04-19,2015-04-19
jladage,1,0,1,plone.app.event,2015-11-08,2015-11-08
reinhardt,1,2,2,"plone.app.dexterity, plone.app.layout",2015-10-25,2015-10-25
nightmarebadger,1,1,1,planet.plone.org,2015-05-03,2015-05-03
tmog,1,1,1,plone.app.content,2015-10-18,2015-10-18
davidemoro,1,1,1,planet.plone.org,2015-09-06,2015-09-06
mrcrilly,0,1,1,ansible-playbook,,
shadowmint,0,1,1,plone.app.imaging,,
ale-rt,0,12,9,"buildout.coredev, mockup, plone.api, plone.app.content, plone.app.layout, plone.app.multilingual, plone.app.theming, plone.app.versioningbehavior, plone.cachepurging",,
david-batranu,0,1,1,plone.app.blob,,
sunew,0,1,1,plone.app.theming,,
paulrentschler,0,1,1,Products.Archetypes,,
mikejmets,0,1,1,plone.recipe.unifiedinstaller,,
seanupton,0,1,1,plone.app.widgets,,
daguar,0,1,1,documentation,,
zylinx,0,1,1,ansible.plone_server,,
adamcheasley,0,3,3,"documentation, plone.dexterity, plone.protect",,
miohtama,0,1,1,training,,
bogdangi,0,2,1,documentation,,
mgedmin,0,1,1,documentation,,
acsr,0,2,2,"documentation, training",,
prakharjoshi,0,2,2,"Products.PortalTransforms, plone.app.robotframework",,
3dogMcNeill,0,4,2,"Products.CMFPlone, documentation",,
aclark4life,0,2,1,Products.CMFPlone,,
jihaisse,0,1,1,plone.app.multilingual,,
allusa,0,1,1,Products.CMFPlone,,
martior,0,1,1,plone.app.standardtiles,,
ezvirtual,0,1,1,plone.app.querystring,,
kuetrzi,0,1,1,Products.CMFPlone,,
ltakens,0,1,1,mockup,,
Killthebug,0,1,1,buildout.coredev,,
sverbois,0,1,1,plone.portlet.static,,
puittenbroek,0,2,2,"plone.app.caching, plone.session",,
allcaps,0,6,2,"ploneorg.theme, plonetheme.barceloneta",,
aleGpereira,0,1,1,buildout.coredev,,
jochumdev,0,1,1,plone.app.dexterity,,
neilferreira,0,1,1,plone.api,,
ivanteoh,0,3,2,"documentation, plone.app.controlpanel",,
danboggins,0,1,1,documentation,,
dgroos,0,1,1,documentation,,
kcleong,0,5,1,documentation,,
raphael-ritz,0,2,1,documentation,,
staeff,0,6,5,"Products.CMFPlone, buildout.coredev, documentation, plone.cachepurging, plone.schema",,
tsimkins,0,1,1,documentation,,
Schemata,0,1,1,documentation,,
icemac,0,1,1,plone.testing,,
