organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Rohberg,231,51,1,ksuess,6,"guillotina, plone.app.blocks, plone.app.standardtiles, plone.restapi, training, volto",2021-02-02,2021-12-21
Kombinat,191,53,1,petschki,39,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.batching, plone.dexterity, plone.formwidget.querystring, plone.patternslib, plone.portlet.collection, plone.portlet.static, plone.resourceeditor, plone.staticresources, plone.z3cform, plonetheme.barceloneta",2020-06-10,2021-12-22
Steve Piercy - Website Builder,156,11,1,stevepiercy,4,"ansible-playbook, demo.plone.org, training, volto",2021-04-17,2021-12-30
Starzel,135,14,2,"Gomez, pbauer",16,"2023.ploneconf.org, Products.CMFPlone, Products.PortalTransforms, buildout.coredev, mockup, old_plone.org, plone.api, plone.app.contenttypes, plone.app.layout, plone.app.multilingual, plone.app.upgrade, plone.app.vocabularies, plone.app.z3cform, plone.nl, ploneconf.org, training",2021-01-09,2021-12-06
Salesforce,122,0,1,esteele,31,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.users, plone.app.versioningbehavior, plone.app.workflow, plone.app.z3cform, plone.batching, plone.contentrules, plone.folder, plone.formwidget.namedfile, plone.portlet.collection, plone.portlet.static, plone.registry, plone.resource, plone.staticresources, plone.testing, plone.z3cform, plonetheme.barceloneta",2021-02-26,2021-09-16
Iskra,77,37,3,"masipcat, nilbacardit26, rboixaderg",3,"guillotina, guillotina_elasticsearch, pastanaga-angular",2021-03-01,2021-12-16
Sixfeetup,57,21,3,"cdw9, rpatterson, tkimnguyen",17,"2023.ploneconf.org, Products.PlonePAS, buildout.coredev, mr.roboto, planet.plone.org, plone.app.imaging, plone.app.viewletmanager, plone.docker, plone.nl, plone.rest, plone.restapi, plone.volto, ploneconf.org, ploneorg.core, ploneorg.theme, training, volto",2021-05-07,2021-12-29
Codesyntax,42,30,2,"erral, ionlizarazu",19,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, form-block, jenkins.plone.org, plone-vs-snippets, plone.app.content, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.theming, plone.i18n, plone.restapi, plone.staticresources, plone.volto, volto",2021-04-28,2021-12-29
Uni. Hospital Dresden,34,8,1,1letter,10,"buildout.coredev, documentation, plone.app.event, plone.app.i18n, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.users, plone.staticresources",2021-03-15,2021-07-11
Pretaweb,26,6,3,"djay, djowett, instification",6,"ansible-playbook, ansible.plone_server, buildout.coredev, plone.app.debugtoolbar, plone.app.standardtiles, volto",2018-09-11,2021-12-30
der Freitag,23,3,1,gforcada,4,"buildout.coredev, jenkins.plone.org, mr.roboto, plone.jenkins_node",2021-02-18,2021-12-30
Serpro,20,24,1,wesleybl,9,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.versioningbehavior, plone.dexterity, plone.dotfiles, plone.restapi, plone.schemaeditor, plonecli",2020-12-30,2021-12-10
iMio,15,7,3,"gbastien, gotcha, sgeulette",7,"buildout.coredev, meta, plone.app.robotframework, plone.app.textfield, plone.app.z3cform, plone.htmx, plone.restapi",2021-03-09,2021-12-13
Soliton Consulting,14,4,1,fulv,3,"plone.app.caching, ploneorg.core, ploneorg.theme",2020-10-14,2021-10-27
KU Leuven,14,6,1,spereverde,8,"Products.PloneTestCase, buildout.coredev, documentation, plone.app.blob, plone.app.dexterity, plone.app.standardtiles, plone.dotfiles, training",2021-03-23,2021-11-19
Enfold,14,8,1,frapell,7,"buildout.coredev, guillotina, guillotina-volto, plone.app.workflow, plone.folder, plone.formwidget.recurrence, plone.memoize",2021-01-20,2021-11-02
Ludwig Maximilian University Munich,12,3,1,loechel,3,"Products.CMFPlone, diazo, plone.api",2021-01-30,2021-03-08
Radio Free Asia,10,4,1,flipmcf,7,"2023.ploneconf.org, buildout.coredev, documentation, plone.app.dexterity, plone.app.vocabularies, plone.nl, ploneconf.org",2021-01-21,2021-12-08
University of Jyväskylä,10,2,1,datakurre,3,"buildout.coredev, plone.app.versioningbehavior, plone.formwidget.namedfile",2020-04-22,2021-07-07
Webmeisterei,7,7,1,frisi,4,"bobtemplates.plone, buildout.coredev, plone.app.event, plone.formwidget.namedfile",2021-05-31,2021-09-09
Affinitic,6,0,1,laulaz,5,"buildout.coredev, plone.app.content, plone.app.contenttypes, plone.app.theming, plone.gallery",2021-03-05,2021-12-02
Academy of FA Vienna,4,2,2,"gogobd, iham",2,"plone.app.contenttypes, plone.app.multilingualindexes",2021-06-01,2021-11-05
CCC,4,2,1,polyester,4,"buildout.coredev, documentation, papyrus, training",2021-10-23,2021-10-29
4Teamwork,2,2,1,deiferni,1,plone.restapi,2021-04-30,2021-05-03
Interaktiv,2,1,1,mliebischer,2,"buildout.coredev, plone.app.multilingual",2021-03-23,2021-10-15
Zopyx,1,0,1,zopyx,1,planet.plone.org,2021-10-14,2021-10-14
Jarn,1,1,1,MatthewWilkes,1,Products.CMFPlone,2021-09-11,2021-09-11
Ecréall,1,0,1,vincentfretin,1,buildout.coredev,2021-07-28,2021-07-28
CMS Communications Inc.,1,1,1,terapyon,1,volto,2021-09-20,2021-09-20
Reid-McMahon,0,1,1,smcmahon,1,ansible-playbook,,
minddistrict,0,2,1,icemac,2,"Products.PloneHotfix20210518, plone.recipe.zope2instance",,
