organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Reid-McMahon,134,8,1,smcmahon,5,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, documentation, plonedev.vagrant",2018-01-21,2018-12-30
Nuclia,121,54,3,"bloodbare, ebrehault, mpellerin42",10,"executioner, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_mailer, guillotina_rediscache, pastanaga-angular, plone.app.users, plone.restapi-angular, volto",2018-01-07,2018-12-23
Sixfeetup,116,27,3,"cdw9, rpatterson, tkimnguyen",15,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, guillotina, mockup, plone.api, plone.app.contenttypes, plone.app.widgets, plone.app.z3cform, ploneconf2016.policy, ploneorg.core, ploneorg.theme, pylons-project-assimilation, training",2018-01-14,2018-12-30
Ludwig Maximilian University Munich,101,5,1,loechel,11,"Products.Archetypes, bobtemplates.plone, buildout.coredev, papyrus, plone.app.discussion, plone.app.testing, plone.testing, plone.versioncheck, plone_best_practices_discussion, ploneorg.core, training",2018-01-14,2018-11-04
Codesyntax,84,36,1,erral,13,"Products.CMFDiffTool, Products.CMFPlone, Products.LinguaPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.caching, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.dexterity, plone.restapi, plonecli",2018-01-07,2018-11-25
RedTurtle,79,22,4,"cekk, mamico, nzambello, pnicolli",15,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.discussion, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.theming, plone.app.z3cform, plone.patternslib, plone.restapi, plonetheme.barceloneta, training, volto",2018-01-21,2018-12-30
Agitator,65,18,1,agitator,10,"Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.upgrade, plone.login, plonetheme.barceloneta",2018-01-07,2018-12-23
Enfold,57,17,1,frapell,8,"Products.CMFPlone, buildout.coredev, collective.monkeypatcher, mockup, plone.app.event, plone.app.mosaic, plone.app.upgrade, plone.rest",2018-02-25,2018-10-07
4Teamwork,43,14,2,"buchi, lukasgraf",2,"plone.rest, plone.restapi",2018-06-17,2018-10-21
Eau de Web,40,18,2,"avoinea, nileshgulia1",5,"buildout.coredev, plone.api, plone.cachepurging, plone.docker, volto",2018-02-18,2018-10-28
FHNW,33,19,1,tomgross,12,"Products.CMFDiffTool, Products.CMFEditions, Products.MimetypesRegistry, buildout.coredev, plone.app.content, plone.app.layout, plone.app.multilingual, plone.app.users, plone.app.versioningbehavior, plone.app.z3cform, plone.folder, plone.outputfilters",2018-03-11,2018-09-16
iMio,27,8,4,"bsuttor, gbastien, gotcha, sgeulette",8,"Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFPlone, plone.api, plone.formwidget.datetime, plone.testing, training",2018-01-28,2018-12-02
Rohberg,25,9,1,ksuess,7,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.content, plone.app.robotframework, plone.app.testing, plone.app.upgrade",2018-01-28,2018-10-28
Makina Corpus,16,8,1,tdesvenain,1,plone.restapi-angular,2018-01-28,2018-09-23
Ecréall,15,1,1,vincentfretin,4,"Products.Archetypes, buildout.coredev, documentation, plone.app.content",2018-03-11,2018-12-30
IT Sprit,15,10,1,thomasmassmann,6,"Products.CMFPlone, documentation, mockup, plone.recipe.codeanalysis, plone.resourceeditor, plonetheme.barceloneta",2018-09-30,2018-09-30
University of Jyväskylä,15,5,1,datakurre,5,"mockup, plone.app.blocks, plone.app.robotframework, plone.app.standardtiles, plone.schemaeditor",2018-01-14,2018-08-12
Academy of FA Vienna,14,9,2,"gogobd, iham",11,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.versioningbehavior, plone.batching, plone.recipe.codeanalysis, plone.resource, plonetheme.barceloneta",2018-01-21,2018-10-14
Jarn,9,5,3,"MatthewWilkes, fschulze, witsch",9,"archetypes.multilingual, documentation, plone.app.caching, plone.app.multilingual, plone.app.z3cform, plone.namedfile, plone.protect, plone.registry, plone.scale",2018-05-06,2018-08-05
Iskra,7,7,1,masipcat,4,"guillotina, guillotina_elasticsearch, guillotina_rediscache, guillotina_s3storage",2018-01-07,2018-12-23
Steve Piercy - Website Builder,6,11,1,stevepiercy,3,"documentation, pylons-project-assimilation, training",2018-10-14,2018-11-25
Pretaweb,6,2,2,"djay, djowett",4,"ansible.plone_server, buildout.coredev, plone.app.theming, plone.autoform",2018-02-18,2018-09-09
Soliton Consulting,6,2,1,fulv,2,"ansible.plone_server, training",2018-03-18,2018-12-23
CCC,6,1,1,polyester,4,"Products.CMFPlone, archive.plone.org, buildout.coredev, papyrus",2018-04-01,2018-09-30
KU Leuven,3,1,1,spereverde,1,plone.app.dexterity,2018-12-09,2018-12-16
CMS Communications Inc.,3,4,1,terapyon,5,"Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, documentation, guillotina",2018-02-04,2018-11-18
Webmeisterei,2,2,1,frisi,2,"documentation, plone.protect",2018-01-07,2018-01-14
Zopyx,1,0,1,zopyx,1,bobtemplates.plone,2018-02-18,2018-02-18
Radio Free Asia,0,3,1,flipmcf,2,"documentation, training",,
Cosent,0,3,1,gyst,1,plone.recipe.codeanalysis,,
minddistrict,0,21,1,icemac,13,"Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, collective.monkeypatcher, diazo, plone.app.contentrules, plone.app.portlets, plone.app.workflow, plone.memoize, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.testing",,
