organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Klein & Partner,204,24,1,jensens,42,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlone, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, archetypes.querywidget, buildout.coredev, documentation, plone.api, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.intid, plone.app.iterate, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.relationfield, plone.app.textfield, plone.app.theming, plone.app.users, plone.app.vocabularies, plone.autoform, plone.behavior, plone.dexterity, plone.formwidget.querystring, plone.namedfile, plone.portlet.static, plone.recipe.alltests, plone.recipe.codeanalysis, plone.resource, plone.supermodel",2014-01-12,2014-11-30
Makina Corpus,62,8,1,tdesvenain,16,"Products.Archetypes, bobtemplates.plone, buildout.coredev, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.portlets, plone.app.textfield, plone.app.users, plone.app.viewletmanager, plone.app.workflowmanager, plone.app.z3cform, plone.formwidget.datetime, plone.formwidget.namedfile, plone.namedfile, plone.schemaeditor",2014-01-19,2014-09-07
TU München,48,0,1,loechel,2,"plone.app.vulnerabilities, sphinxtheme.plone",2014-03-23,2014-11-02
IMIO,46,11,4,"bsuttor, gbastien, gotcha, sverbois",17,"Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFPlone, archetypes.querywidget, archetypes.referencebrowserwidget, buildout.coredev, documentation, planet.plone.org, plone.api, plone.app.collection, plone.app.contenttypes, plone.app.dexterity, plone.app.ldap, plone.outputfilters, plone.portlet.static, plone.recipe.zope2instance, plone.releaser",2014-02-09,2014-12-14
RedTurtle,35,9,2,"cekk, mamico",7,"plone.api, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.versioningbehavior, plone.protect, plone.recipe.zeoserver",2014-02-02,2014-12-14
Ecréall,28,0,1,vincentfretin,11,"bobtemplates.plone, buildout.coredev, plone.api, plone.app.contenttypes, plone.app.discussion, plone.app.portlets, plone.app.users, plone.app.vocabularies, plone.formwidget.datetime, plone.schemaeditor, plone.stringinterp",2014-05-11,2014-11-30
Eau de Web,27,10,2,"avoinea, ichim-david",7,"Products.Archetypes, buildout.coredev, plone.app.discussion, plone.app.querystring, plone.app.upgrade, plone.app.vocabularies, plone.stringinterp",2014-01-19,2014-05-11
Sixfeetup,27,5,3,"cdw9, rpatterson, tkimnguyen",15,"ansible-playbook, buildout.coredev, documentation, plone.app.contentmenu, plone.app.controlpanel, plone.app.layout, plone.app.portlets, plone.app.theming, plone.app.versioningbehavior, plone.app.workflowmanager, plone.caching, plone.portlet.collection, plone.testing, plonetheme.barceloneta, plonetheme.sunburst",2014-03-09,2014-12-14
CCC,26,15,1,polyester,13,"buildout.coredev, documentation, mockup, papyrus, plone.api, plone.app.caching, plone.app.contentlisting, plone.app.contenttypes, plone.app.dexterity, plone.app.layout, plone.app.theming, plonetheme.barceloneta, sphinxtheme.plone",2014-02-09,2014-09-21
PY76,23,1,1,mauritsvanrees,8,"buildout.coredev, plone.app.contenttypes, plone.app.dexterity, plone.app.search, plone.app.z3cform, plone.formwidget.querystring, plone.recipe.zope2instance, plone.scale",2014-01-05,2014-11-09
4Teamwork,21,8,3,"deiferni, jone, lukasgraf",6,"plone.app.caching, plone.app.versioningbehavior, plone.caching, plone.formwidget.multifile, plone.formwidget.recurrence, plone.recipe.zope2instance",2014-03-16,2014-11-16
Webmeisterei,17,5,1,frisi,6,"Products.ResourceRegistries, buildout.coredev, collective.monkeypatcher, plone.app.blob, plone.app.contenttypes, plone.app.testing",2014-04-20,2014-12-07
Pretaweb,15,11,3,"djay, djowett, instification",11,"Installers-UnifiedInstaller, Products.CMFPlone, documentation, plone.api, plone.app.content, plone.app.querystring, plone.app.tiles, plone.app.upgrade, plone.formwidget.querystring, plone.recipe.zope2instance, plone.tiles",2014-01-26,2014-10-26
Codesyntax,13,1,1,erral,3,"plone.app.event, plone.app.workflowmanager, plone.formwidget.recurrence",2014-01-05,2014-10-26
Cosent,9,1,1,gyst,3,"plone.app.blocks, plone.app.event, plone.formwidget.contenttree",2014-01-12,2014-06-08
Jarn,9,2,3,"MatthewWilkes, lrowe, witsch",6,"Products.LinguaPlone, buildout.coredev, diazo, plone.app.event, plone.app.vulnerabilities, plone.app.widgets",2014-01-05,2014-11-02
Agitator,8,4,1,agitator,5,"Products.Archetypes, archetypes.referencebrowserwidget, mockup, plone.app.contenttypes, plone.app.event",2014-03-23,2014-10-26
Soliton Consulting,5,6,1,fulv,4,"Products.CMFPlone, mockup, plone.app.content, plone.app.layout",2014-03-16,2014-12-21
Kombinat,4,4,1,petschki,5,"mockup, plone.app.event, plone.app.widgets, plone.formwidget.autocomplete, plone.formwidget.querystring",2014-10-05,2014-10-12
Affinitic,4,5,2,"laulaz, mpeeters",6,"buildout.coredev, documentation, jenkins.plone.org, plone.app.theming, plone.event, plone.recipe.alltests",2014-02-16,2014-11-02
Derico,2,1,1,MrTango,3,"buildout.coredev, mockup, plone.app.controlpanel",2014-11-02,2014-11-02
CMS Communications,2,1,1,terapyon,2,"plone.app.event, plone.app.form",2014-09-14,2014-10-26
Nelen-Schuurmans,1,1,1,reinout,1,ansible-playbook,2014-11-30,2014-11-30
Deloitte Digital,1,1,1,optilude,2,"documentation, plonetheme.barceloneta",2014-10-26,2014-10-26
minddistrict,0,5,1,icemac,1,plone.testing,,
KU Leuven,0,2,1,spereverde,1,Products.CMFPlone,,
TU Dresden,0,1,1,pgrunewald,1,training,,
Zopyx,0,3,1,zopyx,2,"documentation, plone.api",,
