organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Eau de Web,271,81,6,"Petchesi-Iulian, avoinea, dobri1408, ichim-david, nileshgulia1, tiberiuichim",12,"Products.CMFPlone, buildout.coredev, dockerhub-official-images, documentation, form-block, plone-backend, plone.docker, plone.restapi, plone.volto, training, volto, volto-addon-ci",2021-11-27,2022-12-19
Agitator,244,47,1,agitator,25,"Products.CMFPlacefulWorkflow, Products.CMFPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.robotframework, plone.app.standardtiles, plone.app.upgrade, plone.base, plone.dexterity, plone.i18n, plone.outputfilters, plone.staticresources, plone.z3cform, plonetheme.barceloneta",2021-02-12,2022-10-04
der Freitag,241,20,1,gforcada,42,"Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, documentation, jenkins.plone.org, meta, mr.roboto, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.iterate, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.upgrade, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoinclude, plone.batching, plone.cachepurging, plone.formwidget.autocomplete, plone.formwidget.namedfile, plone.i18n, plone.jenkins_node, plone.portlet.collection, plone.portlet.static, plone.schemaeditor, plone.subrequest, plonetheme.barceloneta, setup-plone",2021-12-06,2022-12-31
RedTurtle,204,90,6,"cekk, giuliaghisini, mamico, nzambello, pnicolli, yurj",23,"Products.CMFPlone, Products.PortalTransforms, bobtemplates.plone, buildout.coredev, documentation, form-block, mockup, plone.app.caching, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.querystring, plone.dexterity, plone.namedfile, plone.org, plone.rest, plone.restapi, plone.scale, plone.staticresources, plone.volto, plonetheme.barceloneta, training, volto",2020-11-18,2022-12-23
Codesyntax,184,87,2,"erral, ionlizarazu",26,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, form-block, jenkins.plone.org, mockup, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.querystring, plone.app.upgrade, plone.app.users, plone.app.viewletmanager, plone.app.workflow, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.i18n, plone.restapi, plonecli, volto",2022-01-12,2022-12-23
Affinitic,165,39,2,"laulaz, mpeeters",13,"2023.ploneconf.org, Products.CMFPlone, buildout.coredev, plone.api, plone.app.caching, plone.app.layout, plone.app.mosaic, plone.app.z3cform, plone.nl, plone.org, ploneconf.org, training, volto",2022-01-13,2022-12-12
Uni. Hospital Dresden,79,14,1,1letter,12,"Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, plone.app.content, plone.app.contentmenu, plone.app.i18n, plone.app.multilingual, plone.app.portlets, plone.app.upgrade, plone.base, plone.portlet.collection, plone.staticresources",2022-02-16,2022-06-30
Nuclia,78,60,3,"bloodbare, ebrehault, mpellerin42",3,"documentation, guillotina, pastanaga-angular",2022-01-04,2022-12-29
Salesforce,78,4,1,esteele,19,"Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.PlonePAS, buildout.coredev, documentation, plone.api, plone.app.contentmenu, plone.app.dexterity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.versioningbehavior, plone.app.workflow, plone.base, plone.dexterity, plone.restapi, plone.schemaeditor, plone.session, volto",2022-07-21,2022-12-02
Enfold,60,15,1,frapell,13,"buildout.coredev, mockup, plone.app.content, plone.app.contenttypes, plone.app.layout, plone.app.mosaic, plone.app.theming, plone.app.workflow, plone.app.z3cform, plone.base, plone.schemaeditor, plone.staticresources, plonetheme.barceloneta",2022-01-19,2022-12-29
Pretaweb,44,17,2,"JeffersonBledsoe, instification",5,"buildout.coredev, form-block, plone.app.discussion, plone.restapi, volto",2022-04-22,2022-12-12
Serpro,40,30,1,wesleybl,11,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, code-quality, meta, plone-frontend, plone.formwidget.recaptcha, plone.restapi, plonecli, training, volto",2021-12-08,2022-12-17
Sixfeetup,37,9,2,"rpatterson, tkimnguyen",10,"2023.ploneconf.org, Products.PlonePAS, buildout.coredev, mr.roboto, plone-backend, plone.nl, plone.volto, ploneconf.org, training, volto",2021-12-28,2022-10-24
iMio,34,18,4,"bsuttor, gbastien, gotcha, sverbois",15,"2023.ploneconf.org, Products.ATContentTypes, Products.CMFPlone, Products.PortalTransforms, buildout.coredev, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.discussion, plone.app.standardtiles, plone.nl, plone.outputfilters, plone.restapi, ploneconf.org",2022-02-21,2022-12-04
Academy of FA Vienna,15,3,1,iham,9,"Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.contentmenu, plone.app.mosaic, plone.app.registry, plone.app.widgets, plone.app.z3cform",2019-10-09,2022-09-15
Iskra,14,15,3,"masipcat, nilbacardit26, rboixaderg",2,"guillotina, guillotina_elasticsearch",2022-03-16,2022-12-12
CCC,13,2,1,polyester,5,"Plone, documentation, papyrus, sphinxtheme.plone, training",2022-01-15,2022-12-10
University of Jyväskylä,12,4,1,datakurre,2,"buildout.coredev, plone.app.robotframework",2022-05-06,2022-06-08
Ludwig Maximilian University Munich,5,2,1,loechel,1,training,2022-10-10,2022-11-07
Interaktiv,4,3,1,mliebischer,2,"cookiecutter-zope-instance, training",2022-07-07,2022-09-28
IT Sprit,4,2,1,thomasmassmann,2,"buildout.coredev, plone.app.layout",2022-01-07,2022-01-09
Zopyx,3,1,1,zopyx,3,"buildout.coredev, plone.restapi, plonetheme.barceloneta",2022-04-30,2022-08-11
KU Leuven,1,1,1,spereverde,1,volto,2022-10-12,2022-10-12
CMS Communications Inc.,1,1,1,terapyon,1,volto,2022-11-10,2022-11-10
minddistrict,0,2,1,icemac,1,plone.protect,,
TU Dresden,0,1,1,pgrunewald,1,plone.staticresources,,
