organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
PY76,71,0,1,mauritsvanrees,28,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PlacelessTranslationService, Products.PortalTransforms, archetypes.schemaextender, borg.localrole, buildout.coredev, plone.app.collection, plone.app.contentlisting, plone.app.contentrules, plone.app.controlpanel, plone.app.customerize, plone.app.discussion, plone.app.portlets, plone.app.registry, plone.app.standardtiles, plone.app.upgrade, plone.app.users, plone.app.vocabularies, plone.dexterity, plone.memoize, plone.portlet.collection, plone.session",2010-01-03,2010-12-12
Simplon,69,0,1,wichert,15,"Products.CMFEditions, Products.PloneLanguageTool, Products.PlonePAS, buildout.coredev, five.intid, plone.app.contentmenu, plone.app.dexterity, plone.app.linkintegrity, plone.app.testing, plone.dexterity, plone.formwidget.namedfile, plone.namedfile, plone.scale, plone.theme, plone.tiles",2010-01-17,2010-09-19
Reid-McMahon,30,0,1,smcmahon,7,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.contentrules, plone.app.upgrade, plonetheme.classic, plonetheme.sunburst",2010-01-10,2010-11-07
IMIO,15,0,1,gotcha,6,"Products.Archetypes, buildout.coredev, diazo, plone.app.testing, plone.app.upgrade, plone.testing",2010-01-17,2010-12-12
bearstach,7,0,1,encolpe,5,"Products.CMFPlacefulWorkflow, Products.LinguaPlone, buildout.coredev, plone.app.form, plone.app.portlets",2010-02-07,2010-09-05
CMS Communications,4,0,1,terapyon,2,"plone.app.users, plone.i18n",2010-01-03,2010-03-21
Nuclia,4,0,1,bloodbare,3,"Products.LinguaPlone, plone.formwidget.hcaptcha, plone.formwidget.recaptcha",2010-03-28,2010-06-06
Enfold,3,0,1,sidnei,1,plone.recipe.zope2instance,2010-07-25,2010-07-25
Starzel,3,0,1,pbauer,2,"buildout.coredev, plone.event",2010-10-24,2010-10-24
Webmeisterei,3,0,1,frisi,2,"Products.ATContentTypes, plone.testing",2010-04-25,2010-06-27
Agitator,3,0,1,agitator,3,"Products.LinguaPlone, plone.app.portlets, plonetheme.sunburst",2010-02-28,2010-05-30
Kombinat,2,0,1,petschki,1,Products.ATContentTypes,2010-08-15,2010-08-15
Klein & Partner,1,0,1,jensens,1,Products.LinguaPlone,2010-01-31,2010-01-31
