organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Rohberg,211,45,1,ksuess,9,"Products.CMFPlone, buildout.coredev, documentation, plone.api, plone.app.dexterity, plone.app.linkintegrity, plone.restapi, training, volto",2023-01-18,2023-12-30
Eau de Web,112,43,7,"Petchesi-Iulian, avoinea, claudiaifrim, dobri1408, ichim-david, nileshgulia1, tiberiuichim",7,"Products.CMFEditions, buildout.coredev, dockerhub-official-images, plone.docker, plone.restapi, training, volto",2023-01-04,2023-12-16
RedTurtle,81,43,8,"Wagner3UB, cekk, folix-01, giuliaghisini, mamico, nzambello, pnicolli, yurj",17,"Products.CMFPlone, buildout.coredev, documentation, form-block, plone-frontend, plone.app.contenttypes, plone.app.multilingual, plone.dexterity, plone.event, plone.org, plone.recipe.zope2instance, plone.rest, plone.restapi, plone.scale, plone.volto, plonetheme.barceloneta, volto",2021-04-16,2023-12-21
Starzel,66,25,2,"Gomez, pbauer",12,"buildout.coredev, demo.plone.org, form-block, plone.api, plone.app.portlets, plone.app.theming, plone.app.vocabularies, plone.distribution, plone.org, plone.volto, training, volto",2023-01-01,2023-12-25
Nuclia,61,45,3,"bloodbare, ebrehault, mpellerin42",4,"guillotina, guillotina_gcloudstorage, pastanaga-angular, plone.org",2023-01-02,2023-12-21
Uni. Hospital Dresden,41,11,1,1letter,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.contenttypes, plone.app.registry, plone.app.upgrade, plone.restapi",2023-04-29,2023-12-01
Academy of FA Vienna,25,6,1,gogobd,6,"buildout.coredev, cookiecutter-zope-instance, plone.api, plone.app.mosaic, plone.app.multilingual, plone.event",2023-01-13,2023-11-08
Enfold,24,10,1,frapell,7,"buildout.coredev, mockup, plone.app.event, plone.app.mosaic, plone.app.portlets, plone.app.standardtiles, plone.staticresources",2022-03-25,2023-09-18
Iskra,20,8,3,"masipcat, nilbacardit26, rboixaderg",3,"guillotina, guillotina_elasticsearch, volto",2023-02-08,2023-12-20
Serpro,16,11,1,wesleybl,8,"Products.CMFPlone, buildout.coredev, meta, plone.api, plone.restapi, plone.volto, volto, volto-addon-ci",2023-07-14,2023-12-21
CCC,15,0,1,polyester,4,"documentation, papyrus, sphinxtheme.plone, training",2023-03-08,2023-05-10
Pretaweb,13,10,3,"JeffersonBledsoe, djay, instification",6,"form-block, plone.app.caching, plone.app.vulnerabilities, plone.rest, plone.restapi, volto",2023-03-27,2023-11-07
University of Jyväskylä,10,0,1,datakurre,2,"buildout.coredev, plone.app.robotframework",2023-06-26,2023-07-02
Affinitic,7,5,1,laulaz,6,"buildout.coredev, plone.app.content, plone.app.event, plone.app.z3cform, plone.base, plone.gallery",2023-01-13,2023-09-22
iMio,7,3,2,"gotcha, sverbois",4,"buildout.coredev, plone.app.contentmenu, plone.outputfilters, plonetheme.barceloneta",2021-06-07,2023-09-14
Interaktiv,6,2,1,mliebischer,3,"buildout.coredev, plone.namedfile, training",2023-05-31,2023-08-28
Zopyx,4,3,1,zopyx,4,"buildout.coredev, plone.api, plone.app.content, training",2023-10-10,2023-10-24
TU Dresden,2,1,1,pgrunewald,2,"buildout.coredev, volto",2023-05-16,2023-07-16
Agitator,2,2,1,agitator,2,"plone.formwidget.multifile, plonetheme.barceloneta",2023-01-26,2023-01-26
Abstract IT,2,2,1,szakitibi,2,"Products.CMFPlone, plone.app.multilingual",2023-10-06,2023-10-06
Ludwig Maximilian University Munich,1,1,1,loechel,1,meta,2023-10-09,2023-10-09
Sixfeetup,1,0,1,tkimnguyen,1,plone.org,2023-10-09,2023-10-09
Interlegis Program (Senado Federal),1,1,1,jhgouveia,1,volto,2023-11-30,2023-11-30
Jarn,0,1,1,witsch,1,plone.portlet.collection,,
